order_item_id,order_id,item_id,item_quantity,item_price
112,62,4,1,235.14
113,62,19,1,276.57
114,63,31,1,243.47
115,64,35,1,371.38
116,64,35,1,371.38
117,64,8,1,379.43
118,64,35,2,371.38
119,65,4,1,235.14
120,65,35,2,371.38
121,66,17,1,172.29
122,66,5,1,237.27
123,67,12,2,154.48
124,67,21,1,277.83
125,67,6,1,222.55
126,68,5,1,237.27
127,69,12,1,154.48
128,69,20,1,242.24
129,69,25,1,166.85
130,69,19,1,276.57
131,70,10,1,175.66
132,70,10,1,175.66
133,70,5,1,237.27
134,71,6,2,222.55
135,72,6,1,222.55
136,73,6,1,222.55
137,74,4,1,235.14
138,74,19,1,276.57
139,74,25,2,166.85
140,75,8,1,379.43
141,75,10,1,175.66
142,76,5,1,237.27
143,76,10,1,175.66
144,77,4,1,235.14
145,78,19,1,276.57
146,78,19,1,276.57
147,78,30,1,220.9
148,79,8,1,379.43
149,79,17,1,172.29
150,80,12,1,154.48
151,80,10,2,175.66
152,80,25,1,166.85
153,81,35,1,371.38
154,81,19,1,276.57
155,82,25,1,166.85
156,82,19,1,276.57
157,82,20,1,242.24
158,83,35,1,371.38
159,84,20,1,242.24
160,84,20,2,242.24
161,84,25,1,166.85
162,85,6,1,222.55
163,85,20,1,242.24
164,86,25,1,166.85
165,87,20,1,242.24
166,87,20,1,242.24
167,88,12,1,154.48
168,88,4,1,235.14
169,89,11,1,218.64
170,90,19,1,276.57
171,90,20,1,242.24
172,91,6,2,222.55
173,92,20,1,242.24
174,92,12,1,154.48
175,93,20,1,242.24
176,94,19,1,276.57
177,94,4,1,235.14
178,95,28,1,344.6
179,95,20,1,242.24
180,96,35,1,371.38
181,96,11,1,218.64
182,97,8,2,379.43
183,97,20,2,242.24
184,98,8,1,379.43
185,99,6,1,222.55
186,99,17,1,172.29
187,100,20,1,242.24
188,100,20,1,242.24
189,100,6,1,222.55
190,100,11,1,218.64
191,101,20,2,242.24
192,101,20,1,242.24
193,101,20,1,242.24
194,101,19,1,276.57
195,102,10,1,175.66
196,103,20,1,242.24
197,103,20,1,242.24
198,104,21,1,277.83
199,104,19,1,276.57
200,104,8,1,379.43
201,105,10,2,175.66
202,106,30,1,220.9
203,107,20,1,242.24
204,107,19,2,276.57
205,107,20,2,242.24
206,108,8,1,379.43
207,108,35,1,371.38
208,109,30,1,220.9
209,109,6,1,222.55
210,109,21,1,277.83
211,110,6,1,222.55
212,111,6,1,222.55
213,112,25,1,166.85
214,113,35,1,371.38
215,113,19,1,276.57
216,114,35,1,371.38
217,115,17,1,172.29
218,115,35,1,371.38
219,115,30,1,220.9
220,116,12,1,154.48
221,116,20,1,242.24
222,117,34,1,372.38
223,118,20,1,242.24
224,119,6,1,222.55
225,119,14,1,274.04
226,119,5,1,237.27
227,120,19,1,276.57
228,120,6,1,222.55
229,120,6,1,222.55
230,121,12,1,154.48
231,122,8,2,379.43
232,122,6,1,222.55
233,123,21,1,277.83
234,123,6,1,222.55
235,123,35,1,371.38
236,124,20,1,242.24
237,124,6,1,222.55
238,125,6,1,222.55
239,126,10,1,175.66
240,126,20,1,242.24
241,126,10,1,175.66
242,127,11,1,218.64
243,127,20,1,242.24
244,128,8,1,379.43
245,128,17,1,172.29
246,128,8,2,379.43
247,129,17,2,172.29
248,130,19,2,276.57
249,131,8,2,379.43
250,132,21,1,277.83
251,133,20,1,242.24
252,133,6,1,222.55
253,134,12,1,154.48
254,135,11,2,218.64
255,135,19,1,276.57
256,136,20,1,242.24
257,137,4,1,235.14
258,138,20,2,242.24
259,139,21,1,277.83
260,139,6,1,222.55
261,139,35,1,371.38
262,140,20,1,242.24
263,140,20,2,242.24
264,141,20,1,242.24
265,142,35,1,371.38
266,143,35,2,371.38
267,144,19,1,276.57
268,144,12,1,154.48
269,145,20,1,242.24
270,146,17,2,172.29
271,147,6,1,222.55
272,148,20,1,242.24
273,149,8,1,379.43
274,149,35,1,371.38
275,149,23,1,354.77
276,150,35,1,371.38
277,150,35,2,371.38
278,150,3,1,160.54
279,151,20,1,242.24
280,152,35,2,371.38
281,153,35,1,371.38
282,154,20,1,242.24
283,155,12,2,154.48
284,156,10,1,175.66
285,157,6,1,222.55
286,157,6,1,222.55
287,158,11,1,218.64
288,159,21,1,277.83
289,160,21,2,277.83
290,161,35,1,371.38
291,162,10,2,175.66
292,162,19,1,276.57
293,163,30,1,220.9
294,164,10,1,175.66
295,164,30,1,220.9
296,165,35,2,371.38
297,166,35,1,371.38
298,167,19,1,276.57
299,168,4,1,235.14
300,168,20,1,242.24
301,168,10,1,175.66
302,169,20,1,242.24
303,169,28,2,344.6
304,170,14,2,274.04
305,170,20,1,242.24
306,170,20,1,242.24
307,171,25,1,166.85
308,171,5,1,237.27
309,171,35,2,371.38
310,172,25,1,166.85
311,172,21,2,277.83
312,173,35,2,371.38
313,174,20,1,242.24
314,174,35,2,371.38
315,174,4,1,235.14
316,175,20,1,242.24
317,175,11,1,218.64
318,175,20,1,242.24
319,176,28,1,344.6
320,176,12,2,154.48
321,177,35,2,371.38
322,177,25,2,166.85
323,178,17,1,172.29
324,178,6,2,222.55
325,178,11,1,218.64
326,178,6,2,222.55
327,179,35,1,371.38
328,179,25,1,166.85
329,180,6,2,222.55
330,180,21,2,277.83
331,181,4,1,235.14
332,181,20,1,242.24
333,181,35,2,371.38
334,181,35,1,371.38
335,182,35,1,371.38
336,183,19,1,276.57
337,183,10,1,175.66
338,183,10,1,175.66
339,184,35,1,371.38
340,184,35,1,371.38
341,185,20,1,242.24
342,185,21,1,277.83
343,185,8,1,379.43
344,186,8,1,379.43
345,187,20,1,242.24
346,188,6,1,222.55
347,188,6,1,222.55
348,188,8,1,379.43
349,189,6,1,222.55
350,190,4,1,235.14
351,191,6,1,222.55
352,191,8,2,379.43
353,192,20,1,242.24
354,193,35,1,371.38
355,194,31,1,243.47
356,195,30,1,220.9
357,195,19,1,276.57
358,196,35,2,371.38
359,196,20,1,242.24
360,197,21,2,277.83
361,197,20,1,242.24
362,197,35,1,371.38
363,198,35,2,371.38
364,199,8,1,379.43
365,199,30,1,220.9
366,200,6,2,222.55
367,200,20,1,242.24
368,200,20,2,242.24
369,201,25,1,166.85
370,201,6,1,222.55
371,202,6,1,222.55
372,203,35,1,371.38
373,203,10,1,175.66
374,203,20,1,242.24
375,204,17,2,172.29
376,204,17,1,172.29
377,205,17,1,172.29
378,206,35,1,371.38
379,206,20,1,242.24
380,206,35,1,371.38
381,207,20,1,242.24
382,207,6,2,222.55
383,208,17,1,172.29
384,208,5,1,237.27
385,209,20,2,242.24
386,209,20,1,242.24
387,209,8,1,379.43
388,210,10,1,175.66
389,210,30,1,220.9
390,211,19,1,276.57
391,211,35,1,371.38
392,212,31,1,243.47
393,213,35,1,371.38
394,213,33,1,201.16
395,214,25,1,166.85
396,215,20,1,242.24
397,215,4,2,235.14
398,216,19,1,276.57
399,216,17,1,172.29
400,217,17,1,172.29
401,217,6,2,222.55
402,217,20,1,242.24
403,218,6,1,222.55
404,219,10,1,175.66
405,219,21,1,277.83
406,219,35,1,371.38
407,220,20,1,242.24
408,220,20,1,242.24
409,220,20,2,242.24
410,221,4,1,235.14
411,222,20,1,242.24
412,222,20,2,242.24
413,223,20,1,242.24
414,224,21,2,277.83
415,224,20,2,242.24
416,225,8,2,379.43
417,226,20,1,242.24
418,227,35,2,371.38
419,227,5,1,237.27
420,228,5,2,237.27
421,229,35,1,371.38
422,229,6,1,222.55
423,229,35,1,371.38
424,230,19,1,276.57
425,231,25,1,166.85
426,232,19,1,276.57
427,232,19,1,276.57
428,233,21,1,277.83
429,233,20,1,242.24
430,233,4,1,235.14
431,234,20,1,242.24
432,235,20,1,242.24
433,235,20,1,242.24
434,236,21,2,277.83
435,236,6,2,222.55
436,237,4,1,235.14
437,238,17,1,172.29
438,238,20,1,242.24
439,238,24,1,204.9
440,239,6,1,222.55
441,240,20,1,242.24
442,241,10,1,175.66
443,241,20,2,242.24
444,242,6,1,222.55
445,243,35,1,371.38
446,243,14,1,274.04
447,243,19,2,276.57
448,244,4,1,235.14
449,245,25,1,166.85
450,245,5,1,237.27
451,245,21,2,277.83
452,245,35,1,371.38
453,246,32,1,226.4
454,246,14,1,274.04
455,246,20,2,242.24
456,247,8,1,379.43
457,247,14,1,274.04
458,248,6,1,222.55
459,249,19,2,276.57
460,249,19,1,276.57
461,250,31,1,243.47
462,250,6,1,222.55
463,250,35,1,371.38
464,250,20,1,242.24
465,251,21,1,277.83
466,251,35,2,371.38
467,251,20,1,242.24
468,252,35,1,371.38
469,253,35,2,371.38
470,254,19,1,276.57
471,254,21,1,277.83
472,255,35,1,371.38
473,255,5,1,237.27
474,256,5,2,237.27
475,256,20,1,242.24
476,256,8,1,379.43
477,257,19,2,276.57
478,258,6,1,222.55
479,258,20,1,242.24
480,259,6,1,222.55
481,260,8,2,379.43
482,260,20,1,242.24
483,261,24,1,204.9
484,262,6,1,222.55
485,262,20,1,242.24
486,263,6,2,222.55
487,264,19,1,276.57
488,264,10,1,175.66
489,265,21,2,277.83
490,265,6,2,222.55
491,265,19,1,276.57
492,266,35,1,371.38
493,266,6,1,222.55
494,267,20,1,242.24
495,267,20,1,242.24
496,267,35,1,371.38
497,268,35,1,371.38
498,268,20,2,242.24
499,269,35,2,371.38
500,270,35,2,371.38
501,270,20,1,242.24
502,271,8,1,379.43
503,271,8,1,379.43
504,272,20,1,242.24
505,272,20,1,242.24
506,272,12,1,154.48
507,272,6,1,222.55
508,273,10,1,175.66
509,273,31,1,243.47
510,273,30,1,220.9
511,274,35,1,371.38
512,274,20,1,242.24
513,274,6,1,222.55
514,275,20,1,242.24
515,275,20,1,242.24
516,276,27,1,174.62
517,276,20,1,242.24
518,277,20,1,242.24
519,277,35,1,371.38
520,277,5,2,237.27
521,278,20,1,242.24
522,279,8,1,379.43
523,279,21,1,277.83
524,280,6,1,222.55
525,280,4,1,235.14
526,281,19,2,276.57
527,282,25,2,166.85
528,282,20,1,242.24
529,283,21,1,277.83
530,284,6,1,222.55
531,284,20,2,242.24
532,284,19,1,276.57
533,285,19,1,276.57
534,285,20,1,242.24
535,286,20,2,242.24
536,287,35,2,371.38
537,288,35,2,371.38
538,289,4,1,235.14
539,289,35,1,371.38
540,290,4,1,235.14
541,290,5,1,237.27
542,291,20,1,242.24
543,292,35,1,371.38
544,292,21,1,277.83
545,293,10,1,175.66
546,294,19,1,276.57
547,294,19,1,276.57
548,295,21,1,277.83
549,295,20,1,242.24
550,296,10,1,175.66
551,296,35,2,371.38
552,297,17,1,172.29
553,298,20,2,242.24
554,299,35,1,371.38
555,300,17,1,172.29
556,300,20,1,242.24
557,301,35,2,371.38
558,302,8,2,379.43
559,302,8,2,379.43
560,302,28,2,344.6
561,303,10,1,175.66
562,303,5,1,237.27
563,304,20,1,242.24
564,305,19,1,276.57
565,306,15,1,227.76
566,306,12,1,154.48
567,307,10,1,175.66
568,307,14,1,274.04
569,308,20,1,242.24
570,308,6,1,222.55
571,308,20,2,242.24
572,309,5,1,237.27
573,309,5,1,237.27
574,309,4,1,235.14
575,310,20,1,242.24
576,310,20,1,242.24
577,310,35,1,371.38
578,311,19,1,276.57
579,312,31,1,243.47
580,312,28,1,344.6
581,313,35,1,371.38
582,314,14,1,274.04
583,314,8,1,379.43
584,315,25,2,166.85
585,315,17,2,172.29
586,316,35,1,371.38
587,317,20,1,242.24
588,317,17,1,172.29
589,318,35,1,371.38
590,319,20,1,242.24
591,319,20,1,242.24
592,320,8,1,379.43
593,321,6,1,222.55
594,322,19,1,276.57
595,322,8,1,379.43
596,323,6,1,222.55
597,323,6,1,222.55
598,323,35,2,371.38
599,324,30,1,220.9
600,324,35,1,371.38
601,325,6,1,222.55
602,325,20,1,242.24
603,326,19,1,276.57
604,327,8,2,379.43
605,328,6,1,222.55
606,329,21,1,277.83
607,329,6,2,222.55
608,330,19,2,276.57
609,330,19,1,276.57
610,331,24,2,204.9
611,331,13,2,165.92
612,332,10,2,175.66
613,332,24,1,204.9
614,333,4,1,235.14
615,334,17,2,172.29
616,334,8,1,379.43
617,335,10,1,175.66
618,335,20,1,242.24
619,336,20,1,242.24
620,337,35,1,371.38
621,337,20,1,242.24
622,338,8,1,379.43
623,339,12,1,154.48
624,339,20,1,242.24
625,340,6,1,222.55
626,341,8,1,379.43
627,342,20,2,242.24
628,342,20,2,242.24
629,342,21,1,277.83
630,342,20,1,242.24
631,343,10,1,175.66
632,343,4,1,235.14
633,343,20,1,242.24
634,344,6,1,222.55
635,344,10,1,175.66
636,344,17,1,172.29
637,344,20,1,242.24
638,345,20,1,242.24
639,345,20,2,242.24
640,346,19,1,276.57
641,346,4,1,235.14
642,347,6,1,222.55
643,348,10,1,175.66
644,348,19,1,276.57
645,348,17,1,172.29
646,349,35,1,371.38
647,349,20,1,242.24
648,349,10,1,175.66
649,350,14,1,274.04
650,350,20,1,242.24
651,351,12,1,154.48
652,351,20,1,242.24
653,352,21,2,277.83
654,353,10,1,175.66
655,354,25,1,166.85
656,355,4,2,235.14
657,355,33,2,201.16
658,356,20,1,242.24
659,356,10,1,175.66
660,356,8,1,379.43
661,357,19,1,276.57
662,357,20,1,242.24
663,357,20,1,242.24
664,358,20,1,242.24
665,358,4,1,235.14
666,359,20,1,242.24
667,360,20,1,242.24
668,361,10,1,175.66
669,361,8,1,379.43
670,361,6,1,222.55
671,362,8,1,379.43
672,362,28,1,344.6
673,362,21,1,277.83
674,363,20,1,242.24
675,363,12,1,154.48
676,364,5,1,237.27
677,364,30,1,220.9
678,365,20,2,242.24
679,366,20,1,242.24
680,367,35,1,371.38
681,367,10,1,175.66
682,368,20,1,242.24
683,369,35,1,371.38
684,369,19,1,276.57
685,370,10,1,175.66
686,371,35,1,371.38
687,371,21,1,277.83
688,371,20,2,242.24
689,372,20,1,242.24
690,372,5,2,237.27
691,372,6,1,222.55
692,372,6,1,222.55
693,373,10,1,175.66
694,374,10,1,175.66
695,375,4,1,235.14
696,376,35,1,371.38
697,376,35,1,371.38
698,377,19,2,276.57
699,377,21,1,277.83
700,378,20,1,242.24
701,378,8,1,379.43
702,378,6,1,222.55
703,379,6,1,222.55
704,379,10,1,175.66
705,379,20,1,242.24
706,380,20,1,242.24
707,380,27,2,174.62
708,380,20,1,242.24
709,381,30,1,220.9
710,381,8,1,379.43
711,382,20,1,242.24
712,382,10,1,175.66
713,383,10,1,175.66
714,384,12,2,154.48
715,384,6,1,222.55
716,385,8,1,379.43
717,385,6,1,222.55
718,386,19,2,276.57
719,386,25,1,166.85
720,386,12,1,154.48
721,386,31,1,243.47
722,387,17,1,172.29
723,388,35,1,371.38
724,389,20,1,242.24
725,389,35,1,371.38
726,389,19,1,276.57
727,390,6,1,222.55
728,390,20,1,242.24
729,391,8,1,379.43
730,391,19,1,276.57
731,391,4,1,235.14
732,391,25,2,166.85
733,392,6,1,222.55
734,392,24,1,204.9
735,393,21,1,277.83
736,393,5,1,237.27
737,393,14,1,274.04
738,393,6,1,222.55
739,394,35,1,371.38
740,395,4,1,235.14
741,396,20,1,242.24
742,396,20,1,242.24
743,397,20,1,242.24
744,398,25,1,166.85
745,398,20,2,242.24
746,399,12,2,154.48
747,399,5,2,237.27
748,400,6,1,222.55
749,400,10,1,175.66
750,400,19,1,276.57
751,401,4,1,235.14
752,402,20,1,242.24
753,402,20,1,242.24
754,402,20,1,242.24
755,403,20,2,242.24
756,404,20,2,242.24
757,405,10,1,175.66
758,405,4,2,235.14
759,405,5,2,237.27
760,406,8,1,379.43
761,406,20,1,242.24
762,407,20,1,242.24
763,408,6,1,222.55
764,408,8,1,379.43
765,408,17,2,172.29
766,409,35,1,371.38
767,410,21,1,277.83
768,410,20,1,242.24
769,411,35,1,371.38
770,412,20,1,242.24
771,412,35,1,371.38
772,413,30,1,220.9
773,414,35,1,371.38
774,414,6,1,222.55
775,415,8,1,379.43
776,415,30,1,220.9
777,416,8,1,379.43
778,416,30,2,220.9
779,416,20,1,242.24
780,417,5,1,237.27
781,417,5,1,237.27
782,418,35,1,371.38
783,418,8,1,379.43
784,418,20,1,242.24
785,419,20,1,242.24
786,420,35,1,371.38
787,420,35,1,371.38
788,421,6,1,222.55
789,421,12,1,154.48
790,421,19,1,276.57
791,422,23,1,354.77
792,422,20,1,242.24
793,423,20,1,242.24
794,423,8,1,379.43
795,423,10,1,175.66
796,423,19,1,276.57
797,424,4,2,235.14
798,424,11,1,218.64
799,425,5,2,237.27
800,426,33,2,201.16
801,426,6,2,222.55
802,426,5,2,237.27
803,427,11,1,218.64
804,427,19,1,276.57
805,427,12,1,154.48
806,428,35,1,371.38
807,428,20,1,242.24
808,429,5,1,237.27
809,430,4,1,235.14
810,430,17,2,172.29
811,431,35,1,371.38
812,432,6,1,222.55
813,432,12,1,154.48
814,432,35,1,371.38
815,432,20,2,242.24
816,433,20,1,242.24
817,434,35,2,371.38
818,435,35,1,371.38
819,435,30,1,220.9
820,435,4,1,235.14
821,436,17,2,172.29
822,437,8,1,379.43
823,438,20,1,242.24
824,439,35,1,371.38
825,439,11,1,218.64
826,439,21,2,277.83
827,440,6,1,222.55
828,440,5,1,237.27
829,441,4,1,235.14
830,442,30,1,220.9
831,442,20,1,242.24
832,443,20,1,242.24
833,443,10,1,175.66
834,443,20,1,242.24
835,444,20,1,242.24
836,444,20,1,242.24
837,445,8,1,379.43
838,446,8,1,379.43
839,446,20,2,242.24
840,446,8,1,379.43
841,446,8,1,379.43
842,447,19,2,276.57
843,447,25,1,166.85
844,447,20,1,242.24
845,448,20,1,242.24
846,448,21,1,277.83
847,449,10,1,175.66
848,449,20,1,242.24
849,449,35,1,371.38
850,450,11,2,218.64
851,451,5,1,237.27
852,451,20,2,242.24
853,452,25,2,166.85
854,453,4,1,235.14
855,454,6,1,222.55
856,454,12,1,154.48
857,454,20,1,242.24
858,455,6,1,222.55
859,455,21,2,277.83
860,456,24,2,204.9
861,457,35,1,371.38
862,458,24,1,204.9
863,459,4,1,235.14
864,459,24,2,204.9
865,459,4,1,235.14
866,459,20,1,242.24
867,460,19,1,276.57
868,460,20,2,242.24
869,461,8,1,379.43
870,461,8,1,379.43
871,461,5,1,237.27
872,462,6,1,222.55
873,463,20,1,242.24
874,463,20,1,242.24
875,464,6,1,222.55
876,464,10,1,175.66
877,464,16,1,204.74
878,464,17,1,172.29
879,465,20,1,242.24
880,466,21,1,277.83
881,467,35,1,371.38
882,467,35,1,371.38
883,468,14,1,274.04
884,468,6,1,222.55
885,468,20,1,242.24
886,468,20,1,242.24
887,469,4,1,235.14
888,470,35,1,371.38
889,470,19,1,276.57
890,470,12,1,154.48
891,471,10,1,175.66
892,472,21,1,277.83
893,473,20,1,242.24
894,473,19,1,276.57
895,473,4,1,235.14
896,474,30,1,220.9
897,474,35,1,371.38
898,475,4,1,235.14
899,475,20,2,242.24
900,476,4,2,235.14
901,477,17,2,172.29
902,477,20,1,242.24
903,478,19,1,276.57
904,479,8,1,379.43
905,479,11,2,218.64
906,479,6,1,222.55
907,479,25,1,166.85
908,480,35,1,371.38
909,481,35,2,371.38
910,482,19,1,276.57
911,482,21,1,277.83
912,483,6,1,222.55
913,483,19,1,276.57
914,484,11,1,218.64
915,484,35,1,371.38
916,485,6,1,222.55
917,485,6,1,222.55
918,486,12,1,154.48
919,487,8,1,379.43
920,488,19,1,276.57
921,489,21,2,277.83
922,490,14,1,274.04
923,490,12,1,154.48
924,491,19,2,276.57
925,491,6,1,222.55
926,491,30,1,220.9
927,492,8,2,379.43
928,492,8,1,379.43
929,493,20,2,242.24
930,493,25,1,166.85
931,494,19,1,276.57
932,495,30,1,220.9
933,496,20,1,242.24
934,496,17,1,172.29
935,496,19,2,276.57
936,497,20,1,242.24
937,497,25,1,166.85
938,497,19,1,276.57
939,498,31,1,243.47
940,498,6,1,222.55
941,499,19,1,276.57
942,500,12,1,154.48
943,500,20,1,242.24
944,500,5,1,237.27
945,501,20,1,242.24
946,501,19,1,276.57
947,501,10,1,175.66
948,502,11,2,218.64
949,502,35,1,371.38
950,502,19,1,276.57
951,503,6,1,222.55
952,503,10,1,175.66
953,504,14,1,274.04
954,504,35,1,371.38
955,504,35,1,371.38
956,505,20,1,242.24
957,506,19,1,276.57
958,507,4,1,235.14
959,508,5,1,237.27
960,508,20,1,242.24
961,508,19,1,276.57
962,508,19,1,276.57
963,509,14,1,274.04
964,509,8,1,379.43
965,510,35,1,371.38
966,511,20,1,242.24
967,512,35,2,371.38
968,512,25,1,166.85
969,512,19,1,276.57
970,512,5,1,237.27
971,513,20,2,242.24
972,513,20,1,242.24
973,514,20,2,242.24
974,514,12,1,154.48
975,514,14,1,274.04
976,515,25,1,166.85
977,516,20,1,242.24
978,516,10,1,175.66
979,517,10,2,175.66
980,517,6,1,222.55
981,517,10,1,175.66
982,518,19,2,276.57
983,519,28,1,344.6
984,519,35,1,371.38
985,520,20,2,242.24
986,521,6,2,222.55
987,521,20,1,242.24
988,522,19,1,276.57
989,523,8,1,379.43
990,523,20,1,242.24
991,523,17,1,172.29
992,524,12,1,154.48
993,525,35,2,371.38
994,525,19,2,276.57
995,526,20,1,242.24
996,527,8,1,379.43
997,527,12,1,154.48
998,528,4,1,235.14
999,528,6,1,222.55
1000,528,6,1,222.55
1001,529,20,2,242.24
1002,530,35,1,371.38
1003,531,20,1,242.24
1004,531,28,1,344.6
1005,531,8,1,379.43
1006,532,10,1,175.66
1007,532,19,1,276.57
1008,532,35,1,371.38
1009,533,12,1,154.48
1010,534,35,1,371.38
1011,535,20,1,242.24
1012,536,5,1,237.27
1013,537,6,1,222.55
1014,537,20,1,242.24
1015,537,35,1,371.38
1016,538,35,1,371.38
1017,538,20,2,242.24
1018,539,4,2,235.14
1019,539,35,1,371.38
1020,540,20,1,242.24
1021,541,20,2,242.24
1022,542,20,1,242.24
1023,542,8,1,379.43
1024,542,4,1,235.14
1025,543,5,1,237.27
1026,544,35,1,371.38
1027,545,20,2,242.24
1028,545,35,2,371.38
1029,546,21,1,277.83
1030,547,35,1,371.38
1031,547,35,1,371.38
1032,548,20,1,242.24
1033,549,4,2,235.14
1034,549,20,2,242.24
1035,550,5,1,237.27
1036,550,30,1,220.9
1037,550,6,1,222.55
1038,551,21,1,277.83
1039,551,17,1,172.29
1040,551,6,1,222.55
1041,552,12,1,154.48
1042,552,6,1,222.55
1043,553,35,1,371.38
1044,553,4,2,235.14
1045,554,20,1,242.24
1046,555,10,1,175.66
1047,555,20,1,242.24
1048,556,19,1,276.57
1049,556,35,1,371.38
1050,557,20,1,242.24
1051,557,25,1,166.85
1052,557,12,1,154.48
1053,557,4,1,235.14
1054,558,8,1,379.43
1055,558,24,1,204.9
1056,559,35,1,371.38
1057,559,19,1,276.57
1058,560,19,1,276.57
1059,561,35,1,371.38
1060,561,8,1,379.43
1061,562,20,1,242.24
1062,562,12,1,154.48
1063,563,6,1,222.55
1064,564,19,1,276.57
1065,565,8,1,379.43
1066,565,17,1,172.29
1067,566,20,1,242.24
1068,567,8,2,379.43
1069,567,12,1,154.48
1070,568,8,2,379.43
1071,568,35,1,371.38
1072,569,20,1,242.24
1073,569,31,1,243.47
1074,569,10,1,175.66
1075,569,21,1,277.83
1076,570,4,1,235.14
1077,570,35,1,371.38
1078,571,30,1,220.9
1079,572,21,1,277.83
1080,573,6,1,222.55
1081,573,20,1,242.24
1082,574,19,1,276.57
1083,575,19,1,276.57
1084,576,20,1,242.24
1085,576,10,1,175.66
1086,577,20,1,242.24
1087,578,35,1,371.38
1088,578,15,1,227.76
1089,579,20,1,242.24
1090,580,19,2,276.57
1091,581,21,1,277.83
1092,582,5,1,237.27
1093,582,17,1,172.29
1094,583,30,1,220.9
1095,583,35,1,371.38
1096,584,8,1,379.43
1097,584,35,1,371.38
1098,584,6,2,222.55
1099,585,20,1,242.24
1100,585,35,1,371.38
1101,586,6,1,222.55
1102,586,12,1,154.48
1103,587,31,1,243.47
1104,587,20,1,242.24
1105,587,12,1,154.48
1106,588,20,1,242.24
1107,588,19,2,276.57
1108,589,17,1,172.29
1109,590,35,1,371.38
1110,591,20,1,242.24
1111,591,20,1,242.24
1112,591,6,1,222.55
1113,592,21,1,277.83
1114,593,6,2,222.55
1115,593,11,1,218.64
1116,594,6,1,222.55
1117,594,35,1,371.38
1118,594,20,1,242.24
1119,595,35,1,371.38
1120,595,20,2,242.24
1121,595,28,1,344.6
1122,596,20,1,242.24
1123,597,14,1,274.04
1124,598,35,1,371.38
1125,599,20,1,242.24
1126,599,6,1,222.55
1127,600,35,1,371.38
1128,600,14,1,274.04
1129,600,6,1,222.55
1130,600,33,1,201.16
1131,601,19,2,276.57
1132,601,35,1,371.38
1133,602,35,1,371.38
1134,602,6,1,222.55
1135,603,35,1,371.38
1136,603,5,1,237.27
1137,603,35,1,371.38
1138,604,21,1,277.83
1139,604,21,1,277.83
1140,605,30,2,220.9
1141,606,4,1,235.14
1142,606,3,2,160.54
1143,607,35,1,371.38
1144,607,19,1,276.57
1145,608,35,1,371.38
1146,608,20,1,242.24
1147,609,20,1,242.24
1148,609,6,1,222.55
1149,610,20,1,242.24
1150,610,14,1,274.04
